"rsz"
.0140625
"02-06-2024"
"09:16:02"
1294
10
25
5
1362
"In"
1
6.2
0
0
0
"AVM"
23
10
200
5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
"时间(S)","温度(°C)","TG失重率(wl%)","TG剩余率(%)","DTA值(uV)","DTG速率(mg/min)","DTG百分比(%/min)","TG原值","DTG原值","DTA原值"
0,27.6,0,100,2.124023,-1.6357,-26.3829,3175,0,2222
1,27.6,.197,100.197,1.599121,-1.6357,-26.3829,3180,0,2179
2,27.6,.158,100.158,1.23291,-1.6357,-26.3829,3179,0,2149
3,27.6,.079,100.079,.976563,-1.6357,-26.3829,3177,0,2128
4,27.6,.039,100.039,.793457,-1.6357,-26.3829,3176,0,2113
5,27.6,0,100,.683594,-1.6357,-26.3829,3175,0,2104
6,27.6,.039,100.039,.598145,-1.6357,-26.3829,3176,0,2097
7,27.6,0,100,.524902,-1.6357,-26.3829,3175,0,2091
8,27.6,0,100,.476074,-1.6357,-26.3829,3175,0,2087
9,27.6,.039,100.039,.439453,-1.6357,-26.3829,3176,0,2084
10,27.6,.039,100.039,.427246,-1.6357,-26.3829,3176,0,2083
11,27.6,.039,100.039,.402832,-1.6357,-26.3829,3176,0,2081
12,27.6,0,100,.390625,-1.6357,-26.3829,3175,0,2080
13,27.6,0,100,.366211,-1.6357,-26.3829,3175,0,2078
14,27.6,.039,100.039,.354004,-1.6357,-26.3829,3176,0,2077
15,27.6,.039,100.039,.354004,-1.6357,-26.3829,3176,0,2077
16,27.6,.079,100.079,.341797,-1.6357,-26.3829,3177,0,2076
17,27.6,.039,100.039,.341797,-1.6357,-26.3829,3176,0,2076
18,27.6,.079,100.079,.32959,-1.6357,-26.3829,3177,0,2075
19,27.6,.079,100.079,.317383,-1.6357,-26.3829,3177,0,2074
20,27.6,.118,100.118,.292969,-1.6357,-26.3829,3178,0,2072
21,27.6,.118,100.118,.280762,-1.6357,-26.3829,3178,0,2071
22,27.6,.118,100.118,.268555,-1.6357,-26.3829,3178,0,2070
23,27.6,.118,100.118,.280762,-1.6357,-26.3829,3178,0,2071
24,27.6,.118,100.118,.280762,-1.6357,-26.3829,3178,0,2071
25,27.6,.118,100.118,.268555,-1.6357,-26.3829,3178,0,2070
26,27.6,.158,100.158,.268555,-1.6357,-26.3829,3179,0,2070
27,27.6,.236,100.236,.268555,-1.6357,-26.3829,3181,0,2070
28,27.6,.236,100.236,.268555,-1.6357,-26.3829,3181,0,2070
29,27.6,.236,100.236,.256348,-1.6357,-26.3829,3181,0,2069
30,27.6,.236,100.236,.256348,-1.6357,-26.3829,3181,0,2069
31,27.6,.276,100.276,.256348,-1.6357,-26.3829,3182,0,2069
32,27.6,.276,100.276,.268555,-1.6357,-26.3829,3182,0,2070
33,27.6,.276,100.276,.256348,-1.6357,-26.3829,3182,0,2069
34,27.6,.276,100.276,.256348,-1.6357,-26.3829,3182,0,2069
35,27.6,.276,100.276,.256348,-1.6357,-26.3829,3182,0,2069
36,27.6,.315,100.315,.256348,-1.6357,-26.3829,3183,0,2069
37,27.6,.354,100.354,.256348,-1.6357,-26.3829,3184,0,2069
38,27.6,.315,100.315,.268555,-1.6357,-26.3829,3183,0,2070
39,27.6,.315,100.315,.256348,-1.6357,-26.3829,3183,0,2069
40,27.6,.276,100.276,.268555,-1.6357,-26.3829,3182,0,2070
41,27.6,.276,100.276,.256348,-1.6357,-26.3829,3182,0,2069
42,27.6,.354,100.354,.256348,-1.6357,-26.3829,3184,0,2069
43,27.6,.354,100.354,.268555,-1.6357,-26.3829,3184,0,2070
44,27.6,.354,100.354,.268555,-1.6357,-26.3829,3184,0,2070
45,27.6,.394,100.394,.256348,-1.6357,-26.3829,3185,0,2069
46,27.6,.433,100.433,.244141,-1.6357,-26.3829,3186,0,2068
47,28.2,.433,100.433,.244141,-1.6357,-26.3829,3186,0,2068
48,28.2,.473,100.473,.244141,-1.6357,-26.3829,3187,0,2068
49,27.6,.512,100.512,.244141,-1.6357,-26.3829,3188,0,2068
50,28.2,.473,100.473,.244141,-1.6357,-26.3829,3187,0,2068
51,28.2,.512,100.512,.244141,-1.6357,-26.3829,3188,0,2068
52,28.2,.473,100.473,.244141,-1.6357,-26.3829,3187,0,2068
53,28.2,.473,100.473,.244141,-1.6357,-26.3829,3187,0,2068
54,28.2,.473,100.473,.244141,-1.6357,-26.3829,3187,0,2068
55,28.2,.433,100.433,.244141,-1.6357,-26.3829,3186,0,2068
56,28.2,.394,100.394,.256348,-1.6357,-26.3829,3185,0,2069
57,28.2,.433,100.433,.256348,-1.6357,-26.3829,3186,0,2069
58,28.2,.473,100.473,.256348,-1.6357,-26.3829,3187,0,2069
59,28.2,.512,100.512,.256348,-1.6357,-26.3829,3188,0,2069
60,28.2,.551,100.551,.268555,-1.6357,-26.3829,3189,0,2070
61,28.2,.512,100.512,.268555,-1.6357,-26.3829,3188,0,2070
62,28.2,.512,100.512,.268555,-1.6357,-26.3829,3188,0,2070
63,28.2,.473,100.473,.268555,-1.6357,-26.3829,3187,0,2070
64,28.2,.473,100.473,.268555,-1.6357,-26.3829,3187,0,2070
65,28.2,.512,100.512,.268555,-1.6357,-26.3829,3188,0,2070
66,28.2,.512,100.512,.256348,-1.6357,-26.3829,3188,0,2069
67,28.2,.551,100.551,.256348,-1.6357,-26.3829,3189,0,2069
68,28.2,.512,100.512,.256348,-1.6357,-26.3829,3188,0,2069
69,28.2,.512,100.512,.256348,-1.6357,-26.3829,3188,0,2069
70,28.7,.433,100.433,.256348,-1.6357,-26.3829,3186,0,2069
71,28.2,.591,100.591,.256348,-1.6357,-26.3829,3190,0,2069
72,28.7,.591,100.591,.256348,-1.6357,-26.3829,3190,0,2069
73,28.7,.63,100.63,.244141,-1.6357,-26.3829,3191,0,2068
74,28.7,.63,100.63,.256348,-1.6357,-26.3829,3191,0,2069
75,28.7,.63,100.63,.244141,-1.6357,-26.3829,3191,0,2068
76,28.7,.63,100.63,.244141,-1.6357,-26.3829,3191,0,2068
77,28.7,.709,100.709,.244141,-1.6357,-26.3829,3193,0,2068
78,28.7,.709,100.709,.244141,-1.6357,-26.3829,3193,0,2068
79,28.7,.669,100.669,.244141,-1.6357,-26.3829,3192,0,2068
80,28.7,.63,100.63,.244141,-1.6357,-26.3829,3191,0,2068
81,28.7,.669,100.669,.231934,-1.6357,-26.3829,3192,0,2067
82,28.7,.63,100.63,.219727,-1.6357,-26.3829,3191,0,2066
83,28.7,.669,100.669,.219727,-1.6357,-26.3829,3192,0,2066
84,28.7,.669,100.669,.20752,-1.6357,-26.3829,3192,0,2065
85,28.7,.669,100.669,.20752,-1.6357,-26.3829,3192,0,2065
86,29.3,.709,100.709,.195313,-1.6357,-26.3829,3193,0,2064
87,28.7,.709,100.709,.195313,-1.6357,-26.3829,3193,0,2064
88,29.3,.669,100.669,.195313,-1.6357,-26.3829,3192,0,2064
89,28.7,.63,100.63,.183105,-1.6357,-26.3829,3191,0,2063
90,29.3,.63,100.63,.183105,-1.6357,-26.3829,3191,0,2063
91,29.3,.591,100.591,.183105,-1.6357,-26.3829,3190,0,2063
92,29.3,.669,100.669,.183105,-1.6357,-26.3829,3192,0,2063
93,29.3,.669,100.669,.183105,-1.6357,-26.3829,3192,0,2063
94,29.3,.591,100.591,.170898,-1.6357,-26.3829,3190,0,2062
95,29.3,.63,100.63,.170898,-1.6357,-26.3829,3191,0,2062
96,29.3,.709,100.709,.170898,-1.6357,-26.3829,3193,0,2062
97,29.3,.709,100.709,.170898,-1.6357,-26.3829,3193,0,2062
98,29.3,.709,100.709,.170898,-1.6357,-26.3829,3193,0,2062
99,29.3,.709,100.709,.170898,-1.6357,-26.3829,3193,0,2062
100,29.3,.669,100.669,.170898,-1.6357,-26.3829,3192,0,2062
101,29.3,.748,100.748,.170898,-1.6357,-26.3829,3194,0,2062
102,29.3,.748,100.748,.170898,-1.6357,-26.3829,3194,0,2062
103,29.9,.748,100.748,.170898,-1.6357,-26.3829,3194,0,2062
104,29.9,.748,100.748,.170898,-1.6357,-26.3829,3194,0,2062
105,29.9,.748,100.748,.158691,-1.6357,-26.3829,3194,0,2061
106,29.9,.788,100.788,.158691,-1.6357,-26.3829,3195,0,2061
107,29.9,.748,100.748,.158691,-1.6357,-26.3829,3194,0,2061
108,29.9,.788,100.788,.158691,-1.6357,-26.3829,3195,0,2061
109,29.9,.788,100.788,.170898,-1.6357,-26.3829,3195,0,2062
110,29.9,.827,100.827,.158691,-1.6357,-26.3829,3196,0,2061
111,29.9,.866,100.866,.170898,-1.6357,-26.3829,3197,0,2062
112,29.9,.827,100.827,.158691,-1.6357,-26.3829,3196,0,2061
113,29.9,.827,100.827,.146484,-1.6357,-26.3829,3196,0,2060
114,29.9,.788,100.788,.146484,-1.6357,-26.3829,3195,0,2060
115,29.9,.788,100.788,.146484,-1.6357,-26.3829,3195,0,2060
116,30.5,.788,100.788,.146484,-1.6357,-26.3829,3195,0,2060
117,29.9,.788,100.788,.146484,-1.6357,-26.3829,3195,0,2060
118,30.5,.788,100.788,.146484,-1.6357,-26.3829,3195,0,2060
119,29.9,.827,100.827,.134277,-1.6357,-26.3829,3196,0,2059
120,29.9,.827,100.827,.134277,-1.6357,-26.3829,3196,0,2059
121,30.5,.827,100.827,.12207,-1.6357,-26.3829,3196,0,2058
122,30.5,.788,100.788,.134277,-1.6357,-26.3829,3195,0,2059
123,30.5,.788,100.788,.12207,-1.6357,-26.3829,3195,0,2058
124,30.5,.788,100.788,.12207,-1.6357,-26.3829,3195,0,2058
125,30.5,.866,100.866,.109863,-1.6357,-26.3829,3197,0,2057
126,30.5,.866,100.866,.109863,-1.6357,-26.3829,3197,0,2057
127,30.5,.906,100.906,.109863,-1.6357,-26.3829,3198,0,2057
128,30.5,.984,100.984,.109863,-1.6357,-26.3829,3200,0,2057
129,30.5,.984,100.984,.097656,-1.6357,-26.3829,3200,0,2056
130,30.5,.906,100.906,.097656,-1.6357,-26.3829,3198,0,2056
131,31,.906,100.906,.097656,-1.6357,-26.3829,3198,0,2056
132,31,.945,100.945,.085449,-1.6357,-26.3829,3199,0,2055
133,31,.984,100.984,.073242,-1.6357,-26.3829,3200,0,2054
134,31,1.024,101.024,.073242,-1.6357,-26.3829,3201,0,2054
135,31,1.024,101.024,.061035,-1.6357,-26.3829,3201,0,2053
136,31,.984,100.984,.061035,-1.6357,-26.3829,3200,0,2053
137,31,.984,100.984,.061035,-1.6357,-26.3829,3200,0,2053
138,31,.984,100.984,.048828,-1.6357,-26.3829,3200,0,2052
139,31,.984,100.984,.048828,-1.6357,-26.3829,3200,0,2052
140,31.6,.945,100.945,.061035,-1.6357,-26.3829,3199,0,2053
141,31,.906,100.906,.048828,-1.6357,-26.3829,3198,0,2052
142,31.6,.906,100.906,.048828,-1.6357,-26.3829,3198,0,2052
143,31.6,.866,100.866,.048828,-1.6357,-26.3829,3197,0,2052
144,31.6,.906,100.906,.061035,-1.6357,-26.3829,3198,0,2053
145,31.6,.906,100.906,.061035,-1.6357,-26.3829,3198,0,2053
146,31.6,.984,100.984,.061035,-1.6357,-26.3829,3200,0,2053
147,31.6,1.024,101.024,.061035,-1.6357,-26.3829,3201,0,2053
148,31.6,1.063,101.063,.061035,-1.6357,-26.3829,3202,0,2053
149,31.6,1.103,101.103,.048828,-1.6357,-26.3829,3203,0,2052
150,31.6,1.103,101.103,.048828,-1.6357,-26.3829,3203,0,2052
151,31.6,1.103,101.103,.061035,-1.6357,-26.3829,3203,0,2053
152,31.6,1.103,101.103,.073242,-1.6357,-26.3829,3203,0,2054
153,32.2,1.063,101.063,.073242,-1.6357,-26.3829,3202,0,2054
154,32.2,1.103,101.103,.061035,-1.6357,-26.3829,3203,0,2053
155,32.2,1.181,101.181,.061035,-1.6357,-26.3829,3205,0,2053
156,32.2,1.142,101.142,.061035,-1.6357,-26.3829,3204,0,2053
157,32.2,1.103,101.103,.048828,-1.6357,-26.3829,3203,0,2052
158,32.2,1.063,101.063,.061035,-1.6357,-26.3829,3202,0,2053
159,32.2,1.063,101.063,.061035,-1.6357,-26.3829,3202,0,2053
160,32.2,1.063,101.063,.073242,-1.6357,-26.3829,3202,0,2054
161,32.8,1.063,101.063,.061035,-1.6357,-26.3829,3202,0,2053
162,32.8,1.063,101.063,.073242,-1.6357,-26.3829,3202,0,2054
163,32.8,1.103,101.103,.073242,-1.6357,-26.3829,3203,0,2054
164,32.8,1.063,101.063,.061035,-1.6357,-26.3829,3202,0,2053
165,32.8,1.024,101.024,.073242,-1.6357,-26.3829,3201,0,2054
166,32.8,1.063,101.063,.073242,-1.6357,-26.3829,3202,0,2054
167,32.8,1.103,101.103,.085449,-1.6357,-26.3829,3203,0,2055
168,32.8,1.142,101.142,.097656,-1.6357,-26.3829,3204,0,2056
169,32.8,1.142,101.142,.097656,-1.6357,-26.3829,3204,0,2056
170,33.3,1.142,101.142,.085449,-1.6357,-26.3829,3204,0,2055
171,33.3,1.142,101.142,.073242,-1.6357,-26.3829,3204,0,2054
172,32.8,1.142,101.142,.061035,-1.6357,-26.3829,3204,0,2053
173,33.3,1.142,101.142,.061035,-1.6357,-26.3829,3204,0,2053
174,33.3,1.142,101.142,.048828,-1.6357,-26.3829,3204,0,2052
175,33.3,1.142,101.142,.048828,-1.6357,-26.3829,3204,0,2052
176,33.3,1.142,101.142,.048828,-1.6357,-26.3829,3204,0,2052
177,33.9,1.142,101.142,.048828,-1.6357,-26.3829,3204,0,2052
178,33.9,1.142,101.142,.036621,-1.6357,-26.3829,3204,0,2051
179,33.9,1.142,101.142,.048828,-1.6357,-26.3829,3204,0,2052
180,33.9,1.181,101.181,.048828,-1.6357,-26.3829,3205,0,2052
181,33.9,1.142,101.142,.048828,-1.6357,-26.3829,3204,0,2052
182,33.9,1.142,101.142,.048828,-1.6357,-26.3829,3204,0,2052
183,33.9,1.103,101.103,.048828,-1.6357,-26.3829,3203,0,2052
184,33.9,1.063,101.063,.036621,-1.6357,-26.3829,3202,0,2051
185,33.9,1.142,101.142,.024414,-1.6357,-26.3829,3204,0,2050
186,33.9,1.181,101.181,.024414,-1.6357,-26.3829,3205,0,2050
187,33.9,1.221,101.221,.012207,-1.6357,-26.3829,3206,0,2049
188,34.5,1.181,101.181,.012207,-1.6357,-26.3829,3205,0,2049
189,34.5,1.221,101.221,0,-1.6357,-26.3829,3206,0,2048
190,34.5,1.221,101.221,.012207,-1.6357,-26.3829,3206,0,2049
191,34.5,1.181,101.181,0,-1.6357,-26.3829,3205,0,2048
192,34.5,1.181,101.181,-.012207,-1.6357,-26.3829,3205,0,2047
193,34.5,1.181,101.181,-.024414,-1.6357,-26.3829,3205,0,2046
194,34.5,1.181,101.181,-.036621,-1.6357,-26.3829,3205,0,2045
195,34.5,1.181,101.181,-.024414,-1.6357,-26.3829,3205,0,2046
196,35.1,1.181,101.181,-.036621,-1.6357,-26.3829,3205,0,2045
197,34.5,1.181,101.181,-.036621,-1.6357,-26.3829,3205,0,2045
198,34.5,1.181,101.181,-.036621,-1.6357,-26.3829,3205,0,2045
199,35.1,1.142,101.142,-.036621,-1.6357,-26.3829,3204,0,2045
200,35.1,1.063,101.063,-.048828,-1.6357,-26.3829,3202,0,2044
201,35.1,1.063,101.063,-.048828,-1.6357,-26.3829,3202,0,2044
202,35.1,1.024,101.024,-.061035,-1.6357,-26.3829,3201,0,2043
203,35.1,1.024,101.024,-.061035,-1.6357,-26.3829,3201,0,2043
204,35.1,1.063,101.063,-.061035,-1.6357,-26.3829,3202,0,2043
205,35.1,1.024,101.024,-.061035,-1.6357,-26.3829,3201,0,2043
206,35.6,1.063,101.063,-.061035,-1.6357,-26.3829,3202,0,2043
207,35.1,1.103,101.103,-.073242,-1.6357,-26.3829,3203,0,2042
208,35.6,1.142,101.142,-.073242,-1.6357,-26.3829,3204,0,2042
209,35.6,1.142,101.142,-.085449,-1.6357,-26.3829,3204,0,2041
210,35.6,1.103,101.103,-.085449,-1.6357,-26.3829,3203,0,2041
211,35.6,1.181,101.181,-.085449,-1.6357,-26.3829,3205,0,2041
212,35.6,1.221,101.221,-.085449,-1.6357,-26.3829,3206,0,2041
213,36.2,1.221,101.221,-.073242,-1.6357,-26.3829,3206,0,2042
214,36.2,1.181,101.181,-.085449,-1.6357,-26.3829,3205,0,2041
215,36.2,1.181,101.181,-.085449,-1.6357,-26.3829,3205,0,2041
216,36.2,1.142,101.142,-.073242,-1.6357,-26.3829,3204,0,2042
217,36.2,1.181,101.181,-.073242,-1.6357,-26.3829,3205,0,2042
218,36.2,1.221,101.221,-.097656,-1.6357,-26.3829,3206,0,2040
219,36.2,1.221,101.221,-.085449,-1.6357,-26.3829,3206,0,2041
220,36.8,1.26,101.26,-.097656,-1.6357,-26.3829,3207,0,2040
221,36.8,1.299,101.299,-.097656,-1.6357,-26.3829,3208,0,2040
222,36.8,1.378,101.378,-.109863,-1.6357,-26.3829,3210,0,2039
223,36.8,1.378,101.378,-.097656,-1.6357,-26.3829,3210,0,2040
224,36.8,1.339,101.339,-.097656,-1.6357,-26.3829,3209,0,2040
225,36.8,1.339,101.339,-.097656,-1.6357,-26.3829,3209,0,2040
226,36.8,1.378,101.378,-.097656,-1.6357,-26.3829,3210,0,2040
227,37.3,1.378,101.378,-.097656,-1.6357,-26.3829,3210,0,2040
228,37.3,1.339,101.339,-.097656,-1.6357,-26.3829,3209,0,2040
229,37.3,1.339,101.339,-.097656,-1.6357,-26.3829,3209,0,2040
230,37.3,1.299,101.299,-.097656,-1.6357,-26.3829,3208,0,2040
231,37.3,1.339,101.339,-.109863,-1.6357,-26.3829,3209,0,2039
232,37.3,1.299,101.299,-.109863,-1.6357,-26.3829,3208,0,2039
233,37.3,1.299,101.299,-.12207,-1.6357,-26.3829,3208,0,2038
234,37.3,1.299,101.299,-.12207,-1.6357,-26.3829,3208,0,2038
235,37.9,1.339,101.339,-.12207,-1.6357,-26.3829,3209,0,2038
236,37.9,1.339,101.339,-.12207,-1.6357,-26.3829,3209,0,2038
237,37.9,1.339,101.339,-.134277,-1.6357,-26.3829,3209,0,2037
238,37.9,1.299,101.299,-.146484,-1.6357,-26.3829,3208,0,2036
239,37.9,1.299,101.299,-.134277,-1.6357,-26.3829,3208,0,2037
240,37.9,1.299,101.299,-.146484,-1.6357,-26.3829,3208,0,2036
241,38.5,1.26,101.26,-.146484,-1.6357,-26.3829,3207,0,2036
242,38.5,1.299,101.299,-.146484,-1.6357,-26.3829,3208,0,2036
243,38.5,1.339,101.339,-.158691,-1.6357,-26.3829,3209,0,2035
244,38.5,1.378,101.378,-.158691,-1.6357,-26.3829,3210,0,2035
245,38.5,1.418,101.418,-.158691,-1.6357,-26.3829,3211,0,2035
246,38.5,1.457,101.457,-.158691,-1.6357,-26.3829,3212,0,2035
247,38.5,1.457,101.457,-.158691,-1.6357,-26.3829,3212,0,2035
248,38.5,1.496,101.496,-.158691,-1.6357,-26.3829,3213,0,2035
249,38.5,1.457,101.457,-.158691,-1.6357,-26.3829,3212,0,2035
250,38.5,1.457,101.457,-.158691,-1.6357,-26.3829,3212,0,2035
251,39.1,1.457,101.457,-.158691,-1.6357,-26.3829,3212,0,2035
252,39.1,1.496,101.496,-.170898,-1.6357,-26.3829,3213,0,2034
253,39.1,1.496,101.496,-.183105,-1.6357,-26.3829,3213,0,2033
254,39.1,1.496,101.496,-.195313,-1.6357,-26.3829,3213,0,2032
255,39.1,1.496,101.496,-.20752,-1.6357,-26.3829,3213,0,2031
256,39.6,1.496,101.496,-.219727,-1.6357,-26.3829,3213,0,2030
257,39.6,1.496,101.496,-.231934,-1.6357,-26.3829,3213,0,2029
258,39.6,1.496,101.496,-.231934,-1.6357,-26.3829,3213,0,2029
259,39.6,1.457,101.457,-.244141,-1.6357,-26.3829,3212,0,2028
260,39.6,1.457,101.457,-.244141,-1.6357,-26.3829,3212,0,2028
261,39.6,1.457,101.457,-.244141,-1.6357,-26.3829,3212,0,2028
262,39.6,1.496,101.496,-.256348,-1.6357,-26.3829,3213,0,2027
263,40.2,1.536,101.536,-.256348,-1.6357,-26.3829,3214,0,2027
264,40.2,1.575,101.575,-.256348,-1.6357,-26.3829,3215,0,2027
265,40.2,1.614,101.614,-.268555,-1.6357,-26.3829,3216,0,2026
266,40.2,1.614,101.614,-.268555,-1.6357,-26.3829,3216,0,2026
267,40.2,1.654,101.654,-.268555,-1.6357,-26.3829,3217,0,2026
268,40.2,1.654,101.654,-.268555,-1.6357,-26.3829,3217,0,2026
269,40.8,1.733,101.733,-.268555,-1.6357,-26.3829,3219,0,2026
270,40.8,1.733,101.733,-.268555,-1.6357,-26.3829,3219,0,2026
271,40.8,1.733,101.733,-.256348,-1.6357,-26.3829,3219,0,2027
272,40.8,1.654,101.654,-.256348,-1.6357,-26.3829,3217,0,2027
273,40.8,1.614,101.614,-.268555,-1.6357,-26.3829,3216,0,2026
274,40.8,1.575,101.575,-.268555,-1.6357,-26.3829,3215,0,2026
275,41.4,1.536,101.536,-.268555,-1.6357,-26.3829,3214,0,2026
276,41.4,1.575,101.575,-.280762,-1.6357,-26.3829,3215,0,2025
277,41.4,1.575,101.575,-.280762,-1.6357,-26.3829,3215,0,2025
278,41.4,1.575,101.575,-.292969,-1.6357,-26.3829,3215,0,2024
279,41.4,1.614,101.614,-.292969,-1.6357,-26.3829,3216,0,2024
280,41.4,1.614,101.614,-.292969,-1.6357,-26.3829,3216,0,2024
281,41.4,1.575,101.575,-.292969,-1.6357,-26.3829,3215,0,2024
282,41.9,1.496,101.496,-.305176,-1.6357,-26.3829,3213,0,2023
283,41.9,1.457,101.457,-.305176,-1.6357,-26.3829,3212,0,2023
284,41.9,1.457,101.457,-.305176,-1.6357,-26.3829,3212,0,2023
285,41.9,1.457,101.457,-.317383,-1.6357,-26.3829,3212,0,2022
286,41.9,1.457,101.457,-.317383,-1.6357,-26.3829,3212,0,2022
287,41.9,1.457,101.457,-.305176,-1.6357,-26.3829,3212,0,2023
288,41.9,1.418,101.418,-.305176,-1.6357,-26.3829,3211,0,2023
289,41.9,1.418,101.418,-.305176,-1.6357,-26.3829,3211,0,2023
290,42.5,1.418,101.418,-.292969,-1.6357,-26.3829,3211,0,2024
291,42.5,1.457,101.457,-.292969,-1.6357,-26.3829,3212,0,2024
292,42.5,1.457,101.457,-.292969,-1.6357,-26.3829,3212,0,2024
293,42.5,1.536,101.536,-.280762,-1.6357,-26.3829,3214,0,2025
294,43.1,1.575,101.575,-.268555,-1.6357,-26.3829,3215,0,2026
295,43.1,1.536,101.536,-.268555,-1.6357,-26.3829,3214,0,2026
296,43.1,1.536,101.536,-.268555,-1.6357,-26.3829,3214,0,2026
297,43.1,1.536,101.536,-.268555,-1.6357,-26.3829,3214,0,2026
298,43.1,1.496,101.496,-.268555,-1.6357,-26.3829,3213,0,2026
299,43.1,1.496,101.496,-.268555,-1.6357,-26.3829,3213,0,2026
300,43.1,1.536,101.536,-.268555,-1.6357,-26.3829,3214,0,2026
301,43.7,1.614,101.614,-.268555,-1.6357,-26.3829,3216,0,2026
302,43.7,1.575,101.575,-.280762,-1.6357,-26.3829,3215,0,2025
303,43.7,1.536,101.536,-.280762,-1.6357,-26.3829,3214,0,2025
304,43.7,1.496,101.496,-.292969,-1.6357,-26.3829,3213,0,2024
305,43.7,1.457,101.457,-.292969,-1.6357,-26.3829,3212,0,2024
306,44.2,1.457,101.457,-.305176,-1.6357,-26.3829,3212,0,2023
307,44.2,1.575,101.575,-.305176,-1.6357,-26.3829,3215,0,2023
308,44.2,1.496,101.496,-.305176,-1.6357,-26.3829,3213,0,2023
309,44.2,1.496,101.496,-.317383,-1.6357,-26.3829,3213,0,2022
310,44.2,1.536,101.536,-.317383,-1.6357,-26.3829,3214,0,2022
311,44.2,1.496,101.496,-.317383,-1.6357,-26.3829,3213,0,2022
312,44.2,1.496,101.496,-.317383,-1.6357,-26.3829,3213,0,2022
313,44.2,1.496,101.496,-.32959,-1.6357,-26.3829,3213,0,2021
314,44.8,1.457,101.457,-.32959,-1.6357,-26.3829,3212,0,2021
315,44.8,1.457,101.457,-.32959,-1.6357,-26.3829,3212,0,2021
316,44.8,1.496,101.496,-.341797,-1.6357,-26.3829,3213,0,2020
317,44.8,1.536,101.536,-.341797,-1.6357,-26.3829,3214,0,2020
318,44.8,1.536,101.536,-.354004,-1.6357,-26.3829,3214,0,2019
319,44.8,1.575,101.575,-.354004,-1.6357,-26.3829,3215,0,2019
320,45.4,1.575,101.575,-.366211,-1.6357,-26.3829,3215,0,2018
321,45.4,1.536,101.536,-.366211,-1.6357,-26.3829,3214,0,2018
322,45.4,1.457,101.457,-.354004,-1.6357,-26.3829,3212,0,2019
323,45.4,1.536,101.536,-.354004,-1.6357,-26.3829,3214,0,2019
324,45.4,1.536,101.536,-.366211,-1.6357,-26.3829,3214,0,2018
325,46,1.536,101.536,-.366211,-1.6357,-26.3829,3214,0,2018
326,46,1.575,101.575,-.366211,-1.6357,-26.3829,3215,0,2018
327,46,1.575,101.575,-.366211,-1.6357,-26.3829,3215,0,2018
328,46,1.575,101.575,-.378418,-1.6357,-26.3829,3215,0,2017
329,46,1.575,101.575,-.366211,-1.6357,-26.3829,3215,0,2018
330,46,1.575,101.575,-.378418,-1.6357,-26.3829,3215,0,2017
331,46.5,1.614,101.614,-.378418,-1.6357,-26.3829,3216,0,2017
332,46.5,1.614,101.614,-.378418,-1.6357,-26.3829,3216,0,2017
333,46.5,1.575,101.575,-.390625,-1.6357,-26.3829,3215,0,2016
334,46.5,1.496,101.496,-.390625,-1.6357,-26.3829,3213,0,2016
335,46.5,1.536,101.536,-.402832,-1.6357,-26.3829,3214,0,2015
336,47.1,1.575,101.575,-.415039,-1.6357,-26.3829,3215,0,2014
337,46.5,1.575,101.575,-.415039,-1.6357,-26.3829,3215,0,2014
338,47.1,1.575,101.575,-.402832,-1.6357,-26.3829,3215,0,2015
339,47.1,1.536,101.536,-.402832,-1.6357,-26.3829,3214,0,2015
340,47.1,1.496,101.496,-.415039,-1.6357,-26.3829,3213,0,2014
341,47.1,1.457,101.457,-.415039,-1.6357,-26.3829,3212,0,2014
342,47.7,1.457,101.457,-.415039,-1.6357,-26.3829,3212,0,2014
343,47.7,1.536,101.536,-.415039,-1.6357,-26.3829,3214,0,2014
344,47.1,1.614,101.614,-.427246,-1.6357,-26.3829,3216,0,2013
345,47.7,1.614,101.614,-.439453,-1.6357,-26.3829,3216,0,2012
346,48.2,1.614,101.614,-.439453,-1.6357,-26.3829,3216,0,2012
347,48.2,1.575,101.575,-.439453,-1.6357,-26.3829,3215,0,2012
348,47.7,1.575,101.575,-.439453,-1.6357,-26.3829,3215,0,2012
349,48.2,1.614,101.614,-.45166,-1.6357,-26.3829,3216,0,2011
350,48.2,1.654,101.654,-.439453,-1.6357,-26.3829,3217,0,2012
351,48.2,1.614,101.614,-.439453,-1.6357,-26.3829,3216,0,2012
352,48.2,1.614,101.614,-.439453,-1.6357,-26.3829,3216,0,2012
353,48.8,1.614,101.614,-.439453,-1.6357,-26.3829,3216,0,2012
354,48.8,1.575,101.575,-.439453,-1.6357,-26.3829,3215,0,2012
355,48.8,1.614,101.614,-.45166,-1.6357,-26.3829,3216,0,2011
356,48.8,1.575,101.575,-.45166,-1.6357,-26.3829,3215,0,2011
357,48.8,1.575,101.575,-.463867,-1.6357,-26.3829,3215,0,2010
358,49.4,1.575,101.575,-.463867,-1.6357,-26.3829,3215,0,2010
359,49.4,1.614,101.614,-.463867,-1.6357,-26.3829,3216,0,2010
360,49.4,1.614,101.614,-.476074,-1.6357,-26.3829,3216,0,2009
361,49.4,1.614,101.614,-.476074,-1.6357,-26.3829,3216,0,2009
362,49.4,1.614,101.614,-.488281,-1.6357,-26.3829,3216,0,2008
